model,dataset,language,question_idx,question,answer_gt,prediction,sample0_for_se,correct,f1_squad,se_entropy,n_clusters,M,temperature,se_time_s,gen_time_s,latency_s,throughput_tokens_per_sec
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,81,Which enzyme deficiency can cause GM1 gangliosidoses?,β-galactosidase,GM1 gangliosidoses is caused by a deficiency of the enzyme galactose-1-phosphate uridyltransferase (GALT,GM1 gangliosidoses is caused by a deficiency of the enzyme galactosyltransferase 1 (GalT1). This enzyme,0,0.0,0.325083,2,10,0.5,0.181,107.757,107.93754151535035,2.78
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,82,What is the characteristic feature of the Dyke-Davidoff-Masson syndrome.,cerebral hemiatrophy,The characteristic feature of the Dyke-Davidoff-Masson syndrome (DDMS) is the presence of multiple anomalies in the cranial and skeletal,"The Dyke-Davidoff-Masson syndrome is characterized by the presence of multiple congenital anomalies, including:

1. Uric aciduria (",0,0.0,1.418484,5,10,0.5,0.118,87.461,87.57949665641785,2.29
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,83,Which gene is involved in the development of Barth syndrome?,tafazzin (taz) gene,Barth Syndrome is caused by mutations in the gene called COL4A15.,Barth syndrome is associated with mutations in the gene called COL4A13. This gene codes for the protein collagen type IV alpha 13,0,0.1538,0.639032,3,10,0.5,0.15,99.808,99.95785442161561,2.77
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,84,How many genes are in the gene signature screened by MammaPrint?,70 genes,"MammaPrint screens for 100,000 genes.",273,0,0.2857,1.497866,6,10,0.5,0.139,69.002,69.14135923576355,1.49
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,85,How many genera comprise the Flaviviridae family?,three,"Flaviviridae is a family of viruses that includes 10 genera:

1. Flavivirus
2. Flavivirus-like","Flaviviridae comprises 12 genera: 

1. flavivirus
2. flavivirus-like (flavivirus-like)
3",0,0.0,1.168282,4,10,0.5,0.144,90.448,90.59190683174133,2.24
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,86,Mutation of which gene is associated with Achondroplasia?,fibroblast growth factor receptor 3 (fgfr3),Achondroplasia is associated with the gene called achondroplasia-dominant (AD) mutation. This mutation leads to the,Chromosome 7.,0,0.0,1.366159,4,10,0.5,0.332,82.605,82.93671916007996,1.9
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,87,Which type of lung cancer is the most strongly associated with Lambert-Eaton syndrome?,small-cell lung cancer,"Lambert-Eaton syndrome (LES) is a rare disorder characterized by weakness and fatigue that can be caused by a variety of conditions, including lung","Lambert-Eaton syndrome (LES) is a rare disorder characterized by weakness and fatigue that can be caused by a variety of conditions, including lung",0,0.0833,1.168282,4,10,0.5,0.131,96.375,96.5059187412262,2.56
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,88,What distinguishes lantibiotics from antibiotics?,lantibiotics are post-translationally modified natural peptides containing lanthionine,"Antibiotics are drugs that target specific bacterial infections, while lantibiotics are a type of antibiotic that specifically targets gram-negative bacteria, which are","Antibiotics are drugs that target and kill bacteria, while lantibiotics are a specific type of antibiotic that specifically targets and kills bacteria that live",0,0.1379,-0.0,1,10,0.5,0.123,94.612,94.73516870689392,3.17
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,89,The antibodies MK-3475 and CT-011 have shown promising results in treating malignancies. Which prote,pd-1,Protein: MTK-3475 (mitogen activated tyrosine kinase 3475) and CT-011,Protein: Mismatched Kinase 3475 (MK-3475) and CT-011 (CT-,0,0.0,1.418484,5,10,0.5,0.099,84.501,84.59999497032166,2.26
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,90,What family do mDia proteins belong in?,mdia proteins are members of the formin family,MDia proteins belong to the family of actinomycete proteins. Actinomycetes are a group of bacteria that play important roles in,MDia proteins belong to the family of actinomycete proteins.,0,0.5333,1.227529,5,10,0.5,0.139,93.105,93.24388239860535,2.9
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,91,"Which is the most common measure of differences between dinucleotide relative abundance ""genomic sig",delta-distance,Number.,Number of base pairs (bp),0,0.0,1.279854,4,10,0.5,0.093,55.107,55.20027507019043,1.31
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,92,Name a method for enrichment of arginine-methylated peptides.,immunoaffinity purification,"Enzymatic modification: A common method for enriching arginine-methylated peptides is through enzymatic modification, specifically by using enzymes such as arg",Enzymatic modification of arginine-methylated peptides is typically achieved through the use of an enzyme called arginine methyltransferase (AMT).,0,0.0,1.279854,4,10,0.5,0.121,88.883,89.00372777748107,2.73
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,93,Rindopepimut is an analog of which growth factor?,egfrviii,Rindopepimut is an analog of transforming growth factor beta (TGF-β).,Rindopepimut is an analog of transforming growth factor-beta (TGF-β).,0,0.0,0.610864,2,10,0.5,0.085,81.666,81.7506345424652,2.55
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,94,From which tissue was the NCI-H520 cell-line derived?,non-small cell lung cancer,NCI-H520 cell-line was derived from human embryonic kidney (HEK) 293 cells.,NCI-H520 cell-line was derived from human embryonic kidney (HEK) 293 cells.,0,0.0,0.325083,2,10,0.5,0.092,95.781,95.87310586547852,2.65
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,95,What is the incidence of Edwards syndrom in the european population?,1:5000,The incidence of Edwards syndrome (DS) in the European population is approximately 1:2000 to 1:3000.,The incidence of Edwards syndrome (ES) in the European population is approximately 1:4000 to 1:6000 live,0,0.0,0.639032,3,10,0.5,0.155,103.073,103.22783808517455,2.76
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,96,What is the substrate of the microbial enzyme inulinase?,"the inulinase acts on the beta-(2,1)-d-fructoside links in inulin releasing d-fructose.",Lactose.,Substrate: Inulin,0,0.0,1.609438,6,10,0.5,0.119,54.06,54.17933970451355,1.48
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,97,"What tyrosine kinase, involved in a Philadelphia- chromosome positive chronic myelogenous leukemia, ",bcr-abl,Phospho Tyrosine Kinase 2 (PTK2),Phospho-TYR1355.,0,0.0,1.834372,7,10,0.5,0.068,85.434,85.50157020950317,1.81
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,98,When was empagliflozin FDA approved?,2014,"Empagliflozin (Zestril) was FDA approved on December 29, 2013.","Empagliflozin (Zelnidex) was FDA-approved on February 28, 2019.",0,0.0,1.504788,5,10,0.5,0.096,87.576,87.67193200683593,2.65
Qwen/Qwen1.5-1.8B-Chat,bioasq,en,99,Which R/bioconductor package is used for integrative genomics visualizations?,sushi.r,"R/Bioconductor package: ""ggplot2""","R/Bioconductor package used for integrative genomics visualizations is ""ggplot2"".",0,0.0,0.801819,3,10,0.5,0.238,74.142,74.37972978782653,2.25
Qwen/Qwen1.5-1.8B-Chat,facqa,id,0,Kelompok apakah yang menyatakan bertanggung jawab atas ledakan di Srinagar ?,hezb-ul mujahedeen,Milletan Kashmir yang terbesar.,Kelompok itu menyatakan bertanggung jawab atas ledakan di Srinagar.,0,0.0,0.325083,2,10,0.5,0.371,123.882,124.25327757072449,0.75
Qwen/Qwen1.5-1.8B-Chat,facqa,id,1,"Di pulau manakah , PT Mutiara Indopearl berlokasi sebelum dekade 2000 - an",pulau makassar,PT Mutiara Indopearl berlokasi di Pulau Makassar.,PT Mutiara Indopearl berlokasi di Pulau Makassar.,1,0.4444,-0.0,1,10,0.5,0.142,216.39,216.531948223114,1.0
Qwen/Qwen1.5-1.8B-Chat,facqa,id,2,Apakah warna pasir pada pesisir pantai Baturumah yang terletak antara pantai Wembrak dan pantai Warm,putih halus,"Yes, the color of the beach at Baturumah is typically a light shade of white or cream due to its location between the warm and cool","Yes, the color of the beach at Baturumah is typically white due to its sandy and white sand beaches. The combination of warm, bright",0,0.0,-0.0,1,10,0.5,0.384,201.725,202.1093719959259,1.49
Qwen/Qwen1.5-1.8B-Chat,facqa,id,3,Apa nama perusahaan China yang bekerja sama dengan PT Indelberg Indonesia mengembangkan sejumlah lap,sinopec southwest petroleum biro,"PT Indelberg Indonesia, Sinopec Southwest Petroleum Biro, dan kerja sama ini di Sumatera Selatan telah menciptakan beberapa","PT Indelberg Indonesia, Sinopec Southwest Petroleum Biro, dan Sichuan, Perseroan Utara Indonesia, telah merancang",1,0.381,0.801819,3,10,0.5,0.466,190.24,190.70574950218202,0.97
Qwen/Qwen1.5-1.8B-Chat,facqa,id,4,Siapa yang akan memindahkan Patung Kartini dalam waktu dekat ini ?,pemerintah dki jakarta,"Patung Kartini di Jalan Taman Suropati, Jakarta Pusat, tidak perlu dipindahkan oleh Pemerintah DKI","Patung Kartini di Jalan Taman Suropati, Jakarta Pusat, tidak perlu dipindahkan oleh Pemerintah DKI",1,0.3529,-0.0,1,10,0.5,0.285,197.843,198.1279004268646,1.52
Qwen/Qwen1.5-1.8B-Chat,facqa,id,5,Berapa kapasitas PLTS yang sudah dapat digunakan masyarakat Yogyakarta sekarang ?,200 wattjam,PLTS memiliki kapasitas 200 wattjam yang dapat digunakan oleh masyarakat Yogyakarta sekarang.,PLTS memiliki kapasitas 200 wattjam yang dapat digunakan masyarakat Yogyakarta sekarang.,1,0.2857,0.639032,3,10,0.5,0.185,213.57,213.75474674224853,1.02
Qwen/Qwen1.5-1.8B-Chat,facqa,id,6,"Tanggal berapa Presiden Susilo Bambang Yudhoyono memimpin rapat kabinet terbatas dari Missouri , Ame",12/9,"Membimbing rapat kabinet terbatas melalui videoconference dari Missouri, Amerika Serikat, pada tanggal 12",Januari 2023.,0,0.0,0.940448,4,10,0.5,0.107,235.197,235.30439636421204,1.11
Qwen/Qwen1.5-1.8B-Chat,facqa,id,7,Siapa nama presiden Indonesia sekarang ?,susilo bambang yudhoyono,Menteri Sekretaris Negara Yusril Ihza Mahendra,Menteri Sekretaris Negara Yusril Ihza Mahendra.,0,0.0,-0.0,1,10,0.5,0.042,165.608,165.65000553894043,0.99
Qwen/Qwen1.5-1.8B-Chat,facqa,id,8,Apakah nama kapsul karya Rusia yang dikembangkan menjadi Shenzhou sehingga menjadi kunci utama progr,soyuz,"Yes, the name ""Shenzhou"" was developed from the Soyuz spacecraft and has become a key component of China's space program. Compared to","Yes, the name ""Shenzhou"" was developed from the Soviet Union's Soyuz spacecraft and has become a key component of China's space program",1,0.0952,-0.0,1,10,0.5,0.283,244.159,244.44232209587096,1.23
Qwen/Qwen1.5-1.8B-Chat,facqa,id,9,Apakah istilah untuk hasil pencampuran antara bioetanol dan bensin ?,gasohol,"Yes, the term ""bioetanol"" can be used to describe a potential alternative fuel source between biodiesel and gasoline, potentially offering a sustainable and","Yes, the term ""bioetanol"" can be used to describe a potential alternative fuel source for gasoline that is derived from biomass, such as agricultural",0,0.0,-0.0,1,10,0.5,0.532,158.054,158.5860110321045,1.9
Qwen/Qwen1.5-1.8B-Chat,facqa,id,10,Siapakah yang membatalkan kunjungan Menteri Luar Negeri Jepang sebagai balasan atas kunjungan Perdan,pemerintah china,Menteri Luar Negeri Jepang telah membatalkan kunjungan tersebut sebagai balasan atas kunjungan Perdana M,Menteri Luar Negeri Jepang telah membatalkan kunjungan tersebut sebagai balasan atas kunjungan Perdana M,0,0.0,-0.0,1,10,0.5,0.278,246.785,247.06309810638427,1.22
Qwen/Qwen1.5-1.8B-Chat,facqa,id,11,Berapa ton Indonesia mengimpor gandum untuk produksi terigu dari negara lain per tahun ?,"4,5 juta ton","4,5 ton Indonesia mengimpor gandum untuk produksi terigu dari negara lain per tahun.","4,5 ton Indonesia memperoleh gandum tahunan.",0,0.25,-0.0,1,10,0.5,0.305,240.967,241.27154587936403,0.97
Qwen/Qwen1.5-1.8B-Chat,facqa,id,12,"Apakah nama suaka margasatwa di pesisir kepala burung , Sorong dan Manokwari , yang merupakan pusat ",jamursbamedi,Yes.,"Yes. The name of the famous bird migration site in Pesisir Kepala Burung, Sorong and Manokwari is ""S",0,0.0,1.470808,5,10,0.5,0.134,301.63,301.7640866088867,0.82
Qwen/Qwen1.5-1.8B-Chat,facqa,id,13,Kemana pesawat Mandala Airlines RI - 020 rute Jakarta-Jambi return to base / RTB ?,bandara soekarno-hatta,Mandala Airlines RI - 020 rute Jakarta-Jambi return to base / RTB.,Mandala Airlines RI - 020 dari Jakarta-Jambi ke Soekarno-Hatta menggunakan RTB pada pukul 1,0,0.0,-0.0,1,10,0.5,0.089,221.071,221.1598123512268,1.23
Qwen/Qwen1.5-1.8B-Chat,facqa,id,14,Apakah nama klub bulu tangkis terkuat di Amerika Serikat yang dilatih oleh Tony Gunawan ?,orange county,Tony Gunawan adalah nama klub bulu tangkis terkuat di Amerika Serikat yang dilatih olehnya.,"Tony Gunawan merupakan nama klub bulu tangkis terkuat di Amerika Serikat yang dibuat olehnya. Namun, ini",0,0.0,-0.0,1,10,0.5,0.081,279.396,279.4774852714539,1.07
Qwen/Qwen1.5-1.8B-Chat,facqa,id,15,Partai apakah yang mencalonkan Noaman Gomaa pada pemilu pertama multikandidat di Mesir tahun 2005,partai wafd,Partai Nasional Demokrasi,Partai Nasional Demokrasi,0,0.4,0.325083,2,10,0.5,0.272,230.631,230.90304823493958,0.49
Qwen/Qwen1.5-1.8B-Chat,facqa,id,16,Berapa hektar luas Taman Nasional Sebangau ?,568.700 hektar,"Taman Nasional Sebangau memiliki luas sekitar 568.700 hektar, terletak di Kab","Taman Nasional Sebangau memiliki luas sekitar 568.700 hektar, terletak di Kab",1,0.3077,-0.0,1,10,0.5,0.19,173.013,173.2033727054596,1.44
Qwen/Qwen1.5-1.8B-Chat,facqa,id,17,Jalan tol mana saja yang tidak dikenai tarif baru jalan tol ?,jalan tol lingkar luar jakarta sedyatmo arah bandara soekarno-hatta cikampek-purwakarta-padalarang cipularang pondok aren-ulujami,"Jalan tol di seluruh Indonesia, apart from Jalan tol lingkar luar Jakarta, Sedyatmo, Cikampek-P","Jalan tol di kota-kota di seluruh Indonesia yang tidak dikenai tarif baru adalah:

  * Jalan tol lingkar",0,0.4444,0.325083,2,10,0.5,0.101,183.058,183.15852847862243,1.64
Qwen/Qwen1.5-1.8B-Chat,facqa,id,18,Presiden Direktur perusahaan apakah Yue Shao Dong ?,sinopec southwest petroleum biro,"Yes, President Director of the company is Yue Shao Dong.","Yes, the President of the Director General of a company is called ""Yue Shao Dong"" in Chinese and refers to the person in charge of",0,0.0,0.639032,3,10,0.5,0.11,155.894,156.003516620636,1.5
Qwen/Qwen1.5-1.8B-Chat,facqa,id,19,"Siapa nama Perwakilan Direktur Jenderal untuk Pemberantasan Polio dari WHO Geneva , Swiss , di Jakar",dr david l heymann,"Dr David L Heymann, Perwakilan Direktur Jenderal untuk Pemberantasan Polio dari WHO Geneva, Swiss, di","David Heymann, Direktur Jenderal untuk Pemberantasan Polio dari WHO Geneva, Swiss, di Jakarta, Rabu (2",1,0.4211,0.673012,2,10,0.5,0.081,163.754,163.83546023750304,1.25
Qwen/Qwen1.5-1.8B-Chat,facqa,id,20,"Pada tahun berapakah , SEA Games terakhir diadakan di Vietnam",2003,2003.,2003.,1,1.0,0.500402,2,10,0.5,0.07,130.843,130.91252953338622,0.81
Qwen/Qwen1.5-1.8B-Chat,facqa,id,21,Siapa Menteri Luar Negeri Korea Selatan ?,ban ki-moon,"Ban Ki-Moon, Menteri Luar Negeri Korea Selatan, menyatakan bahwa beberapa negara terlibat dalam program n","Ban Ki-Moon, Menteri Luar Negeri Korea Selatan, menyatakan bahwa sebagian negara di Asia Teng",1,0.2353,0.940448,4,10,0.5,0.385,218.794,219.17906054878236,1.37
Qwen/Qwen1.5-1.8B-Chat,facqa,id,22,Pada tahun berapa debut naskah drama Harold Pinter berjudul The Room dipentaskan pertama kali di Bri,1957,Tahun 1957.,"The Room, dipentaskan pertama kalinya di Bristol, Inggris, pada tahun 1957.",1,0.6667,0.897946,3,10,0.5,0.094,174.746,174.8403627357483,0.79
Qwen/Qwen1.5-1.8B-Chat,facqa,id,23,Berapa tim peneliti yang berhasil menemukan bukti-bukti yang mengarah pada pemenuhan kriteria Warisa,delapan tim peneliti,Delapan tim peneliti sejak tahun 2003 telah berhasil menemukan bukti-bukti yang mengarah pada pem,Delapan tim peneliti sejak tahun 2003 telah menemukan bukti-bukti yang mengarah pada pemenu,1,0.3529,-0.0,1,10,0.5,0.075,194.802,194.87737245750426,1.54
Qwen/Qwen1.5-1.8B-Chat,facqa,id,24,"Siapakah yang membuka pameran lukisan Spirit of Natura di Inna Muara Hotel , Padang , Sumatera Barat","gamawan fauzi , gubernur sumatera barat",Wakidi (1890-1979) adalah salah satu pelukis naturalistik Indonesia terkemuka pada tahun,Wakidi (1890-1979) adalah salah satu pelukis naturalistik Indonesia yang terkemuka pada zam,0,0.0,-0.0,1,10,0.5,0.116,168.49,168.60603379249574,1.78
Qwen/Qwen1.5-1.8B-Chat,facqa,id,25,Kapankah bakal diadakannya pemilihan umum federal di Jerman ?,18 september,Kapankah bakal diadakannya pemilihan umum federal di Jerman?,"Berikut adalah jawaban singkat yang sesuai dengan bacaan tersebut:

Kapankah bakal diadakan pemilihan umum federal",0,0.0,1.0889,4,10,0.5,0.087,105.94,106.02651685714721,2.44
Qwen/Qwen1.5-1.8B-Chat,facqa,id,26,Siapakah Presiden Otoritas Palestina ?,mahmoud abbas,Arafat (65) is the current President of Palestine.,Arafat (65),0,0.0,0.325083,2,10,0.5,0.089,89.701,89.78952982521056,1.51
Qwen/Qwen1.5-1.8B-Chat,facqa,id,27,Di kota manakah letak kantor pusat PBB ?,new york,"London, negara anggota G-8, tidak cukup serius untuk meringankan beban negara-negara pengutang dan",London.,0,0.0,0.673012,2,10,0.5,0.098,116.876,116.97352154350281,1.5
Qwen/Qwen1.5-1.8B-Chat,facqa,id,28,Apa nama bunga tertinggi di dunia ?,bunga bangkai ( amorphophalus titanum ),"Pinus mercusii strain Kerinci, kayu pacet, dan bunga raflesia, serta bunga bangkai, adalah beberapa",Raflesia arnoldi adalah bunga tertinggi di dunia.,0,0.2222,0.610864,2,10,0.5,0.091,131.097,131.18802749824525,2.07
Qwen/Qwen1.5-1.8B-Chat,facqa,id,29,Berapa lamakah acara Konser Tribute to Teguh Karya berlangsung,90 menit,"Acara Konser Tribute to Teguh Karya akan dilaksanakan pada tanggal 18 Oktober 2023, dengan peny",Acara Konser Tribute to Teguh Karya yang ditayangkan oleh kedua penyanyi asli lagu-lagu tersebut akan dil,0,0.0,0.325083,2,10,0.5,0.086,135.641,135.72744080162047,2.14
Qwen/Qwen1.5-1.8B-Chat,facqa,id,30,"Tanggal berapakah dukungan 14 negara terhadap pemulihan dan pembangunan kembali Unsyiah , Banda Aceh",23/8,"Bandung, Kompas - Ratusan ilmuwan dari 14 negara mendeklarasikan dukungan mereka terhadap",Dukungan 14 negara terhadap pemulihan dan pembangunan kembali Universitas Syiah Kuala (Unsyiah),0,0.0,0.801819,3,10,0.5,0.07,156.709,156.77900660896302,1.78
Qwen/Qwen1.5-1.8B-Chat,facqa,id,31,Berapa orang warga Muslim Thailand yang melarikan diri ke Malaysia untuk menghindari kerusuhan berda,131 warga,131 orang warga Muslim Thailand yang melarikan diri ke Malaysia untuk menghindari kerusuhan berdarah di tempat as,131 orang warga Muslim Thailand yang melarikan diri dan berlindung di Malaysia dari aksi-aksi kekerasan yang,1,0.2105,0.325083,2,10,0.5,0.074,136.759,136.83252423667906,2.19
Qwen/Qwen1.5-1.8B-Chat,facqa,id,32,Siapa yang diantar Mubarak sendiri ke perbatasan ketika kembali ke Jalur Gaza pada tahun 1994 ?,mendiang pemimpin palestina yasser arafat,Mubarak mengantar sendiri kepada Yasser Arafat untuk mendengarkan keperbatasan ketika Arafat kembali ke Jal,Mubarak.,0,0.2105,0.610864,2,10,0.5,0.073,107.205,107.27800686836243,2.03
Qwen/Qwen1.5-1.8B-Chat,facqa,id,33,Apa nama suku Kurdi yang dibantai Saddam Hussein pada tahun 1983 ?,mullah mustafa barzani,"Salam Saddam, kurdi dari rumpun Mullah Mustafa Barzani.",Suu Kurdi yang dibantai Saddam Hussein pada tahun 1983 adalah Suu Kurdi dari Mulla Mustafa Barzani,1,0.5455,-0.0,1,10,0.5,0.085,138.86,138.94461236953737,2.15
Qwen/Qwen1.5-1.8B-Chat,facqa,id,34,"Lulusan akademi militer manakah , Jenderal Sonthi Boonyaratglin yang diangkat menjadi Panglima Angka",akademi militer chulachomklao,"Sonthi Boonyaratglin, seorang alumnus Akademi Militer Chulachomklao, telah ditugaskan","Sonthi Boonyaratglin, juga dikenali sebagai Sonthi, seorang anggota Akademi Militer Chulach",1,0.5,-0.0,1,10,0.5,0.099,140.016,140.11452123260497,2.14
Qwen/Qwen1.5-1.8B-Chat,facqa,id,35,"Di negara manakah , lokasi Universite des Sciences et Techniques du Languedoc Montpellier",perancis,"Université des Sciences et Techniques du Languedoc Montpellier, France.","Université des Sciences et Techniques du Languedoc Montpellier, France.",0,0.0,0.325083,2,10,0.5,0.088,109.073,109.16052036094665,1.71
Qwen/Qwen1.5-1.8B-Chat,facqa,id,36,Dari departemen apakah data tentang sejumlah penderita diare di beberapa propinsi ?,departemen kesehatan,"Yes, data tentang sejumlah penderita diare di beberapa propinsi telah diberikan oleh Departemen Kesehatan I Nyoman K","Yes, data tentang sejumlah penderita diare di beberapa propinsi telah diberi dalam Data Pengendalian Penyakit dan Peny",1,0.2105,-0.0,1,10,0.5,0.087,121.789,121.87570711517334,2.46
Qwen/Qwen1.5-1.8B-Chat,facqa,id,37,Departemen manakah yang berencana untuk memberlakukan pungutan ekspor terhadap komoditas tambang,departemen keuangan,Menteri Energi dan Sumber Daya Mineral.,Menteri Energi dan Sumber Daya Mineral.,0,0.0,-0.0,1,10,0.5,0.046,111.91,111.95551601409912,1.24
Qwen/Qwen1.5-1.8B-Chat,facqa,id,38,Siapakah Kepala Pertamina Unit Pemasaran IV Depo BBM Maos Cilacap,budhi darmawan,"Kepala Pertamina Unit Pemasaran IV Depo BBM Maos Cilacap, Budhi Darmawan, menyatakan","Kepala Pertamina Unit Pemasaran IV Depo BBM Maos Cilacap, Budhi Darmawan, menyatakan",1,0.2857,-0.0,1,10,0.5,0.091,159.491,159.5815284881592,1.85
Qwen/Qwen1.5-1.8B-Chat,facqa,id,39,Siapakah yang menyerahkan bendera FISU kepada Wali Kota Bangkok pada penutupan Universiade Izmir 200,presiden fisu george killian,Wali Kota Bangkok menyerahkan bendera FISU pada penutupan Universiade Izmir 2005.,Wali Kota Bangkok yang menyerahkan bendera FISU kepada Presiden George Killian pada penutupan Universiade Izmir,0,0.1333,0.610864,2,10,0.5,0.076,163.7,163.77551622390746,1.37
Qwen/Qwen1.5-1.8B-Chat,facqa,id,40,Siapakah presiden Venezuela saat ini ? ?,hugo chavez,Presiden Venezuela saat ini adalah Hugo Chavez.,Presiden Venezuela saat ini adalah Hugo Chavez.,1,0.4444,-0.0,1,10,0.5,0.045,115.393,115.43800961303711,0.87
Qwen/Qwen1.5-1.8B-Chat,facqa,id,41,apa judul sinetron yang mengangkat tema Si Doel Anak Betawi ( 1973 ) yang ditayangkan mulai tahun 19,si doel anak sekolahan,Sinetron Si Doel Anak Gedongan,Sinetron Si Doel Anak Gedongan,0,0.6667,0.500402,2,10,0.5,0.081,137.413,137.4940570716858,0.99
Qwen/Qwen1.5-1.8B-Chat,facqa,id,42,Faham apakah yang ingin dihentikan oleh Partai Kiri Jerman ?,neoliberalisme,Neoliberalisme tidak akan dihentikan oleh Partai Kiri Jerman karena ini adalah salah satu kebijakan politik yang telah menjadi sim,Apakah Partai Kiri Jerman ingin dihentikan oleh politik alternatif?,1,0.1,0.801819,3,10,0.5,0.078,96.761,96.8385179862976,2.02
Qwen/Qwen1.5-1.8B-Chat,facqa,id,43,"Melalui kesepakatan apa , para pakar teknologi pembangkit listrik tenaga surya memberlakukan skema p",protokol kyoto,"Melalui kesepakatan Protokol Kyoto, para pakar teknologi pembangkit listrik tenaga surya memberlakukan sk","Melalui kesepakatan Protokol Kyoto, para pakar teknologi pembangkit listrik tenaga surya memberlakukan sk",1,0.2667,-0.0,1,10,0.5,0.08,204.056,204.13552642440797,1.47
Qwen/Qwen1.5-1.8B-Chat,facqa,id,44,Dimanakah sidang tahunan ke - 60 dari Jeunesses Musicales International diselenggarakan ?,bali,"Sidang tahunan ke - 60 di Bali, 15-19 Agustus ini, diselenggarakan oleh Je",Sidang tahunan ke - 60 diselenggarakan di Bali pada 15-19 Agustus 202,1,0.1538,-0.0,1,10,0.5,0.062,219.999,220.0610059967041,1.35
Qwen/Qwen1.5-1.8B-Chat,facqa,id,45,Apa mayor yang dipilih Sander saat melanjutkan studinya di Universitas Illinois Urbana Champaign ?,matematika dan komputer,Sander memilih mayor matematika dan komputer.,Sander memilih mayor matematika dan komputer.,1,0.6667,0.325083,2,10,0.5,0.079,168.154,168.2325150527954,1.31
Qwen/Qwen1.5-1.8B-Chat,facqa,id,46,Apakah yang menjadi tujuan obyek wisata kaum ekspatriat yang datang ke Banten,krakatau,Tujuan utama obyek wisata kaum ekspatriat yang datang ke Banten adalah untuk memilih Krakatau sebagai tempat,Tujuan utama obyek wisata kaum ekspatriat di Banten adalah untuk mengalahkan daerah lain seperti suku Bad,1,0.1176,0.950271,3,10,0.5,0.281,193.317,193.5976875705719,1.52
Qwen/Qwen1.5-1.8B-Chat,facqa,id,47,Berapa dosen Unsyiah yang meninggal karena tsunami ?,211,"Dosen Unsyiah yang meninggal karena tsunami adalah 211 dari 1.367, termasuk tiga profesor","Untuk menjelaskan, selain dari 211 dosen meninggal tergantung pada tsunami, suatu situasi lain juga",1,0.1429,0.325083,2,10,0.5,0.072,161.693,161.76452724266053,1.86
Qwen/Qwen1.5-1.8B-Chat,facqa,id,48,"Siapa pembuat video kampanye lingkungan hidup "" Fish Don't Cry "" ?",aji gunawan,"Cipto Aji Gunawan adalah pembuat video kampanye lingkungan hidup ""Fish Don't Cry"".",Cipto Aji Gunawan.,1,0.2857,0.500402,2,10,0.5,0.078,192.953,193.03052799987793,1.25
Qwen/Qwen1.5-1.8B-Chat,facqa,id,49,"Di negara manakah kecelakaan pesawat jet Boeing 737-200 pada Selasa , 23 Agustus 2005 lalu ?",brasil,Perang terjadi di Indonesia.,"Perjananan ke Iquitos, sebuah kawasan hutan wisata di utara Peru yang berdekatan dengan perbatasan Kolomb",0,0.0,1.470808,5,10,0.5,0.077,164.221,164.29753164863587,0.91
Qwen/Qwen1.5-1.8B-Chat,facqa,id,50,Apakah nama topan yang menyerang New Orleans pada Agustus 2005 ?,katrina,"Yes, the name of the hurricane that hit New Orleans on August 2005 was Hurricane Katrina.","Yes, the name of the hurricane that hit New Orleans on August 2005 was Hurricane Katrina. The hurricane caused significant damage and loss of",1,0.1176,-0.0,1,10,0.5,0.102,186.417,186.5186914844513,1.43
Qwen/Qwen1.5-1.8B-Chat,facqa,id,51,Sejak kapankah PT PIM berhenti beroperasi ?,8 september 2005,PT PIM telah berhenti beroperasi pada 8 September 2005 karena tidak mendapat pasokan gas alam c,PT PIM telah berhenti beroperasi pada 8 September 2005 karena tidak mendapat pasokan gas alam c,1,0.3158,-0.0,1,10,0.5,0.059,190.192,190.25077017974854,1.58
Qwen/Qwen1.5-1.8B-Chat,facqa,id,52,Siapa Kepala Pusat Penelitian Biologi LIPI Bogor ?,dr dedy darnedi,"Dr Dedy Darnedi, Kepala Pusat Penelitian Biologi LIPI Bogor, menyatakan bahwa kawasan c","Dr Dedy Darnedi, kepala pusat penelitian biologi LIPI Bogor, menyatakan bahwa kawasan c",1,0.375,-0.0,1,10,0.5,0.07,165.532,165.60151785087587,1.78
Qwen/Qwen1.5-1.8B-Chat,facqa,id,53,Negara manakah yang diwakili Javad Vaeidi pada IAEA,iran,Iran.,Iran.,1,1.0,0.610864,2,10,0.5,0.059,115.796,115.85470723724366,0.89
